Date,Event
2017-10-16,The Iraqi National Army retakes control of Kirkuk from the Kurdistan Regional Government.
2017-10-17,"The Syrian Democratic Forces, supported by the US-led Joint Task Force, complete the reconquest of Raqqa from the Islamic State."
2018-01-01,"Belgium and the Netherlands exchange territory along the Meuse River, swapping Belgian Presqu'ile de L'llal and Presqu'ile d'Eijsden for Dutch Presqu'ile Petit-Gravier; the Netherlands gains a net 0.1 km2 (0.039 sq mi)."
2018-02-02,The ICJ awards the Laguna Los Portillos and its barrier beach to Nicaragua and the remainder of the disputed territory on Isla Portillos to Costa Rica.
2018-03-24,"Turkey and the Turkish-backed Syrian National Army complete the conquest from the Kurdish People's Protection Units of over 2,000 km2 (770 sq mi) of Afrin, which is added to their Northern Syria Security Belt."
2018-04-19,The Kingdom of Swaziland changes its name to the Kingdom of Eswatini.
2018-04-30,"The United Arab Emirates occupy the Yemeni archipelago of Socotra, amidst an ongoing civil war."
2018-05-14,"The United Arab Emirates return control of the occupied Socotra archipelago to Yemen, amidst an ongoing civil war."
2018-09-06,The Democratic Federation of Rojava – Northern Syria changes its name to the Democratic Autonomous Administration of North and East Syria.
2018-07-09,"Ethiopia ends its occupation of Badme and returns the town to Eritrea following a peace summit, ending their twenty-year border conflict."
2018-12-16,Georgia moves its legislative capital from Kutaisi back to Tbilisi.
2019-01-16,Burundi moves its capital from Bujumbura to Gitega.
2019-02-12,"The Republic of Macedonia changes its official and constitutional name to the Republic of North Macedonia as part of the Prespa agreement (2018), under which Greece will no longer veto the country's accession to NATO and the EU."
2019-03-23,Kazakhstan changes the name of its capital from Astana to Nur-Sultan.
2019-10-29,"Turkey and the Turkish-backed Syrian National Army complete the conquest from the predominantly-Kurdish Syrian Democratic Forces of a 4,820 km2 (1,860 sq mi) ""safe zone"", expanding their Northern Syria Security Belt."
2019-11-27,"Turkey and the Libyan Government of National Accord sign a maritime boundary treaty, establishing exclusive economic zones which are rejected by Cyprus, Egypt, France, Greece, and the United Arab Emirates."
2020-01-31,"The United Kingdom withdraws from the European Union, entering a transition period in which it continues under EU laws and institutions until 31 December."
2020-03-27,North Macedonia joins the North Atlantic Treaty Organization in the alliance's eighth enlargement.
2020-08-06,"Egypt and Greece sign a maritime boundary treaty, establishing exclusive economic zones in the Mediterranean Sea which overlap with the claims made by Libya and Turkey in November 2019."
2020-08-18,A coup d'état overthrows the government of Mali.
2020-10-23,The Second Libyan Civil War officially ends with a nationwide ceasefire agreement brokered by the United Nations between the warring factions.
2020-09-27,"Beginning of the Second Nagorno-Karabakh War between Azerbaijan, Armenia, and the disputed Republic of Artsakh."
2020-11-10,"Armenia and Azerbaijan impose a ceasefire ending the Second Nagorno-Karabakh War; by 15 December the Republic of Artsakh surrenders over 72% of its territory to Azerbaijan, and Russian forces are deployed to the remainder."
2021-02-01,The Tatmadaw overthrows the elected government of Myanmar after baselessly alleging electoral fraud in the 2020 general election. Military rule is restored after 10 years of civilian rule. Start of mass protests and a civil war.
2021-05-12,"Azerbaijani soldiers cross several kilometers into Armenia in the provinces of Syunik and Gerharhunik, occupying about 41 square kilometers (16 sq mi) of Armenian territory."
2021-05-24,A coup d'état overthrows the leadership of Mali.
2021-07-25,The Tunisian President Kais Saied conducts a self-coup.
2021-08-15,"The Islamic Republic of Afghanistan collapses, while the Islamic Emirate of Afghanistan governed by the Taliban restores its power in Kabul, ending the 2001–2021 War in Afghanistan. Fifteen days later, the United States Armed Forces complete their withdrawal from the country."
2021-09-05,A coup d'état overthrows the government of Guinea. A military junta is established.
2021-10-12,The International Court of Justice rules in favor of Somalia in its dispute with Kenya over a maritime border rich in gas and oil. Kenya does not recognize the ruling.
2021-10-25,The Sudanese military take control of the government in the 2021 Sudanese coup d'état.
2021-11-03,"Qatar and Saudi Arabia demarcate their border, expanding Qatar's territory to include the southern shore of the Khor Al Adaid."
2021-11-30,"Barbados becomes a republic, severing ties with the British monarchy and ceasing to be a Commonwealth realm, but still remaining a part of the Commonwealth of Nations."
2021-12-01,"Kyrgyzstan and Uzbekistan sign a border agreement, swapping the Andijan Reservoir with 13,868 ha (34,270 acres) of Uzbek border lands."
2022-01-05,Civil unrest in Kazakhstan leads to the deployment of Collective Security Treaty Organization peacekeepers.
2022-01-23,A coup d'état overthrows the government of Burkina Faso.
2022-02-21,"Russia recognizes the independence of the Donetsk People's Republic and Luhansk People's Republic from Ukraine, the first UN member to do so. Most countries continue to recognize these territories as part of Ukraine."
2022-02-24,"Russia launches a full-scale invasion of Ukraine, including troops from its military crossing from Belarus and the mostly unrecognised Luhansk People's Republic and Donetsk People's Republic."
2022-05-31,The Republic of Turkey changes its official English name to the Republic of Türkiye.
2022-06-11,"Denmark and Canada agree to partition the disputed Hans Island, following negotiations. Both sovereign states cease to be single land border sovereign states while Greenland gains its first land border."
2022-08-26,"Russian peacekeepers leave the Lachin corridor. Azerbaijan regains control of Zabukh, Sus, and Lachin."
2022-09-17,Kazakhstan changes the name of its capital from Nur-Sultan back to Astana.
2022-09-22,A series of border clashes break out between Azerbaijan and Armenia that last until 24 September. Azerbaijan occupies multiple strategic heights in the border area inside Armenia.
2022-09-29,Russia recognizes the independence of Kherson Oblast and Zaporizhzhia Oblast from Ukraine as a precursor to annexation.
2022-09-30,"The occupied Ukrainian territories of the Kherson Oblast, Zaporizhzhia Oblast, Donetsk Oblast, and Luhansk Oblast, including the mostly unrecognized Donetsk People's Republic and Luhansk People's Republic, are annexed by Russia following disputed referendums that the United Nations have deemed illegal under international law. At the time of annexation, Russia did not control all of the territory that it claimed, with significant portions remaining under Ukrainian control. The recognition of Donetsk PR, Luhansk PR, Kherson Oblast and Zaporizhzhia Oblast as independent states (by Russia and others) is nullified as a result of their accession to Russia."
2022-10-11,Israel reaches an agreement with Lebanon on a US-brokered deal solving a dispute over their maritime boundaries.
2023-04-04,Finland joins the North Atlantic Treaty Organization in the alliance's ninth enlargement.
2023-04-15,"A war breaks out in Sudan between the Sudanese Armed Forces and the Rapid Support Forces. Both sides claim control over key sites, including Khartoum International Airport and the Presidential Palace."
2023-05-07,Syria is readmitted to the Arab League after being suspended since 2011.
2023-07-26,A coup d'état overthrows the government of Niger.
2023-08-30,A coup d'état overthrows the government of Gabon.
2023-09-20,The unrecognized Republic of Artsakh begins negotiations to reintegrate into Azerbaijan after a renewed military offensive.
2023-10-07,"Palestinian militant groups led by Hamas launch a large-scale invasion and offensive against Israel from the Gaza Strip, triggering the Gaza war."
2023-10-27,Israel launches a counter-invasion of the Gaza Strip.
2023-12-06,The unrecognized State of Chinland declares independence from Myanmar after the Chin National Front ratifies their constitution. Camp Victoria is the capital.
2024-01-01,The Republic of Artsakh is dissolved and reintegrates into Azerbaijan. Stepanakert yields to Baku as the capital.
2024-03-07,Sweden joins the North Atlantic Treaty Organization in the alliance's tenth enlargement.
2024-04-01,Puntland announces that it will temporarily operate as a functionally independent state from Somalia amid a dispute over Somali constitutional changes. Garoowe is the capital.
2024-04-19,"Armenia cedes four abandoned villages along the border with Azerbaijan: Bağanıs Ayrım, Aşağı Əskipara, Xeyrimli, and Qızılhacılı."
2024-04-25,A transitional government is established in Haiti after a gang war forces the resignation of the former prime minister following the assassination of Jovenel Moïse in 2021.
2024-07-06,"Officials from Burkina Faso, Niger and Mali meet in Niamey to sign a confederation treaty for the Alliance of Sahel States after recent takeovers by military juntas."
